order_id,order_date,customer_id,city,device,channel,source,medium,campaign_name,coupon_code,product_count,order_revenue,shipping_cost,discount_amount,refund_amount,net_revenue,order_status,payment_method
SP-2024-003099,2024-11-09 20:36:41,CUST-00862,Kocaeli,mobile,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,BLACKFRIDAY30,2,1298.0,29.9,172.96,0.0,1125.04,completed,credit_card
SP-2024-003100,2024-11-09 21:47:57,CUST-01185,Kayseri,mobile,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,,6,8414.0,0.0,0.0,0.0,8414.0,completed,bank_transfer
SP-2024-003101,2024-11-09 21:55:35,CUST-02300,Istanbul,desktop,Paid Social,instagram,cpc,SP_Meta_Retargeting_Kasim,,1,799.0,29.9,0.0,0.0,799.0,completed,credit_card
SP-2024-003102,2024-11-09 21:42:22,CUST-01992,Adana,desktop,Organic Search,bing,organic,,UCRETSIZ_KARGO,1,1949.0,29.9,310.78,0.0,1638.22,completed,bank_transfer
SP-2024-003103,2024-11-09 19:03:22,CUST-01798,Istanbul,desktop,Paid Search,google,cpc,SP_Google_Search_SporAyakkabi,,5,10685.0,0.0,603.62,0.0,10081.38,completed,pay_at_door
SP-2024-003104,2024-11-09 21:13:01,CUST-04455,Mugla,mobile,Organic Search,google,organic,,HOSGELDIN15,3,6427.0,0.0,603.51,0.0,5823.49,cancelled,credit_card
SP-2024-003105,2024-11-09 20:59:41,CUST-03997,Istanbul,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,,3,5777.0,0.0,521.03,0.0,5255.97,completed,pay_at_door
SP-2024-003106,2024-11-09 16:45:12,CUST-04843,Kayseri,mobile,Referral,whatsapp.com,referral,,,1,1129.0,29.9,0.0,0.0,1129.0,completed,bank_transfer
SP-2024-003107,2024-11-09 12:12:39,CUST-04211,Istanbul,tablet,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,,1,1789.0,29.9,386.9,0.0,1402.1,pending,pay_at_door
SP-2024-003108,2024-11-09 11:01:03,CUST-02464,Izmir,desktop,Direct,(direct),(none),,SPORCU10,2,5998.0,0.0,766.11,0.0,5231.89,completed,credit_card
SP-2024-003109,2024-11-09 21:00:07,CUST-00059,Bursa,desktop,Organic Search,google,organic,,,5,10095.0,0.0,726.48,0.0,9368.52,completed,credit_card
SP-2024-003110,2024-11-09 21:14:46,CUST-03952,Ankara,mobile,Referral,trendyol.com,referral,,,1,3659.0,29.9,0.0,0.0,3659.0,shipped,credit_card
SP-2024-003111,2024-11-09 18:50:35,CUST-04989,Istanbul,desktop,Direct,(direct),(none),,UCRETSIZ_KARGO,5,8355.0,0.0,338.37,0.0,8016.63,completed,bank_transfer
SP-2024-003112,2024-11-09 17:20:02,CUST-04384,Istanbul,desktop,Referral,blog.sporthink.com.tr,referral,,BLACKFRIDAY30,1,979.0,29.9,53.38,0.0,925.62,completed,credit_card
SP-2024-003113,2024-11-09 21:18:57,CUST-03279,Antalya,mobile,Email,newsletter,email,,YILBASI20,4,11376.0,0.0,1067.06,0.0,10308.94,completed,debit_card
SP-2024-003114,2024-11-09 12:11:51,CUST-01963,Adana,mobile,Paid Social,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,,1,1239.0,29.9,0.0,0.0,1239.0,completed,credit_card
SP-2024-003115,2024-11-09 09:47:02,CUST-04037,Istanbul,mobile,Organic Search,google,organic,,UCRETSIZ_KARGO,2,3418.0,29.9,194.52,0.0,3223.48,completed,credit_card
SP-2024-003116,2024-11-09 21:14:54,CUST-03304,Konya,desktop,Paid Social,instagram,cpc,SP_Meta_DPA_Genel,KISFIRSATI,1,1979.0,29.9,576.82,1370.29,31.89,refunded,debit_card
SP-2024-003117,2024-11-09 11:34:58,CUST-02974,Istanbul,mobile,Organic Search,google,organic,,,2,9138.0,0.0,0.0,0.0,9138.0,completed,credit_card
SP-2024-003118,2024-11-09 21:16:50,CUST-02083,Diyarbakir,desktop,Organic Social,facebook,social,,BLACKFRIDAY30,2,4648.0,0.0,258.1,0.0,4389.9,completed,credit_card
SP-2024-003119,2024-11-09 21:16:21,CUST-00340,Hatay,mobile,Organic Social,facebook,social,,,2,3038.0,29.9,414.0,1199.68,1424.32,refunded,credit_card
SP-2024-003120,2024-11-09 18:14:07,CUST-02380,Aydin,mobile,Paid Search,google,cpc,SP_Google_Search_KosuAyakkabi,,1,4569.0,0.0,0.0,0.0,4569.0,shipped,credit_card
SP-2024-003121,2024-11-09 12:03:45,CUST-04943,Konya,mobile,Email,newsletter,email,,,2,3578.0,29.9,0.0,2671.2,906.8,refunded,credit_card
SP-2024-003122,2024-11-09 12:24:53,CUST-02392,Hatay,desktop,Organic Search,google,organic,,SPORCU10,3,6067.0,0.0,346.38,0.0,5720.62,completed,credit_card
SP-2024-003123,2024-11-09 23:32:19,CUST-01204,Aydin,mobile,Paid Search,google,cpc,SP_Google_PMax_Genel,,2,5438.0,0.0,1204.14,2559.88,1673.98,refunded,credit_card
SP-2024-003124,2024-11-09 20:33:06,CUST-04079,Istanbul,desktop,Paid Search,google,cpc,SP_Google_Display_Remarketing,,1,2099.0,29.9,0.0,0.0,2099.0,completed,credit_card
SP-2024-003125,2024-11-09 10:28:39,CUST-01319,Istanbul,mobile,Paid Social,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,,2,4798.0,0.0,404.29,0.0,4393.71,cancelled,credit_card
SP-2024-003126,2024-11-09 20:57:30,CUST-01991,Istanbul,mobile,Organic Search,google,organic,,,2,2238.0,29.9,0.0,0.0,2238.0,completed,credit_card
SP-2024-003127,2024-11-09 18:25:25,CUST-01754,Istanbul,mobile,Paid Social,instagram,cpc,SP_Meta_Retargeting_Kasim,,4,9836.0,0.0,0.0,0.0,9836.0,completed,credit_card
SP-2024-003128,2024-11-09 15:21:03,CUST-02077,Istanbul,desktop,Organic Search,google,organic,,YILBASI20,2,5138.0,0.0,745.36,0.0,4392.64,completed,credit_card
SP-2024-003129,2024-11-09 08:37:49,CUST-03390,Samsun,mobile,Organic Search,google,organic,,,1,1289.0,29.9,214.5,0.0,1074.5,completed,debit_card
SP-2024-003130,2024-11-09 12:24:55,CUST-02376,Istanbul,desktop,Paid Social,instagram,cpc,SP_Meta_Retargeting_Kasim,HOSGELDIN15,3,6107.0,0.0,489.01,0.0,5617.99,completed,credit_card
SP-2024-003131,2024-11-09 12:39:45,CUST-03937,Tekirdag,mobile,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,ILKALIS10,2,5068.0,0.0,79.06,0.0,4988.94,completed,bank_transfer
SP-2024-003132,2024-11-09 18:10:06,CUST-03180,Istanbul,mobile,Organic Social,facebook,social,,,4,4996.0,0.0,0.0,0.0,4996.0,completed,credit_card
SP-2024-003133,2024-11-09 10:43:43,CUST-02979,Izmir,mobile,Organic Search,google,organic,,,5,8785.0,0.0,0.0,0.0,8785.0,completed,credit_card
SP-2024-003134,2024-11-09 09:58:02,CUST-04575,Malatya,tablet,Organic Social,facebook,social,,BAHAR25,2,4448.0,29.9,296.8,0.0,4151.2,completed,pay_at_door
SP-2024-003135,2024-11-09 22:32:56,CUST-04858,Istanbul,desktop,Organic Search,google,organic,,,2,4938.0,0.0,0.0,0.0,4938.0,completed,credit_card
SP-2024-003136,2024-11-09 20:26:45,CUST-00283,Gaziantep,mobile,Direct,(direct),(none),,BAHAR25,1,659.0,29.9,59.69,0.0,599.31,completed,credit_card
SP-2024-003137,2024-11-09 14:31:36,CUST-00529,Samsun,mobile,Organic Search,google,organic,,,2,4558.0,0.0,465.73,0.0,4092.27,completed,debit_card
SP-2024-003138,2024-11-09 09:08:17,CUST-00047,Kayseri,mobile,Direct,(direct),(none),,,2,4568.0,0.0,0.0,0.0,4568.0,completed,pay_at_door
SP-2024-003139,2024-11-09 20:54:57,CUST-04211,Istanbul,desktop,Paid Social,instagram,cpc,SP_Meta_DPA_Genel,,2,3218.0,29.9,0.0,0.0,3218.0,completed,bank_transfer
SP-2024-003140,2024-11-09 12:37:05,CUST-02563,Ankara,desktop,Organic Social,instagram,social,,ILKALIS10,2,6348.0,0.0,977.14,0.0,5370.86,completed,credit_card
SP-2024-003141,2024-11-09 13:41:06,CUST-00058,Bursa,mobile,Direct,(direct),(none),,,6,28834.0,0.0,2431.42,0.0,26402.58,completed,credit_card
SP-2024-003142,2024-11-09 11:41:31,CUST-03074,Istanbul,desktop,Paid Social,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,HOSGELDIN15,6,14524.0,0.0,490.43,0.0,14033.57,completed,pay_at_door
SP-2024-003143,2024-11-09 21:31:50,CUST-02534,Istanbul,mobile,Organic Search,google,organic,,,1,1299.0,29.9,350.76,0.0,948.24,completed,credit_card
SP-2024-003144,2024-11-09 18:29:48,CUST-01712,Konya,mobile,Organic Social,instagram,social,,BLACKFRIDAY30,4,9406.0,0.0,556.9,0.0,8849.1,completed,pay_at_door
SP-2024-003145,2024-11-10 19:01:01,CUST-04600,Istanbul,mobile,Referral,blog.sporthink.com.tr,referral,,ILKALIS10,3,7477.0,0.0,1058.14,0.0,6418.86,completed,credit_card
SP-2024-003146,2024-11-10 21:13:13,CUST-03336,Bursa,mobile,Paid Video,youtube.com,cpc,,HOSGELDIN15,1,229.0,29.9,36.46,0.0,192.54,completed,credit_card
SP-2024-003147,2024-11-10 17:21:27,CUST-03129,Istanbul,desktop,Organic Search,bing,organic,,KISFIRSATI,2,2288.0,29.9,113.06,0.0,2174.94,completed,credit_card
SP-2024-003148,2024-11-10 16:46:23,CUST-02268,Sanliurfa,mobile,Direct,(direct),(none),,,1,1439.0,29.9,0.0,0.0,1439.0,completed,credit_card
SP-2024-003149,2024-11-10 21:14:55,CUST-04263,Bursa,mobile,Paid Video,youtube.com,cpc,,,4,7996.0,0.0,0.0,0.0,7996.0,completed,credit_card
SP-2024-003150,2024-11-10 13:29:37,CUST-00048,Samsun,mobile,Paid Social,facebook,cpc,SP_Meta_Retargeting_Kasim,,1,749.0,29.9,198.02,0.0,550.98,completed,credit_card
SP-2024-003151,2024-11-10 12:34:42,CUST-04975,Aydin,mobile,Referral,blog.sporthink.com.tr,referral,,BLACKFRIDAY30,2,1188.0,29.9,203.26,0.0,984.74,completed,credit_card
SP-2024-003152,2024-11-10 12:00:15,CUST-03171,Eskisehir,mobile,Organic Social,facebook,social,,ILKALIS10,2,4398.0,29.9,448.53,0.0,3949.47,completed,bank_transfer
SP-2024-003153,2024-11-10 22:17:38,CUST-00532,Diyarbakir,desktop,Paid Search,google,cpc,SP_Google_Display_Remarketing,BAHAR25,2,5538.0,0.0,209.77,0.0,5328.23,completed,credit_card
SP-2024-003154,2024-11-10 19:18:03,CUST-01636,Istanbul,mobile,Referral,trendyol.com,referral,,,1,2159.0,29.9,0.0,0.0,2159.0,completed,credit_card
SP-2024-003155,2024-11-10 11:18:23,CUST-03790,Istanbul,tablet,Paid Search,google,cpc,SP_Google_Search_KosuAyakkabi,,4,3736.0,29.9,262.87,0.0,3473.13,completed,pay_at_door
SP-2024-003156,2024-11-10 11:21:13,CUST-00581,Istanbul,desktop,Paid Search,google,cpc,SP_Google_Display_Remarketing,BAHAR25,1,1609.0,29.9,143.33,0.0,1465.67,completed,credit_card
SP-2024-003157,2024-11-10 21:33:23,CUST-02541,Istanbul,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,BAHAR25,2,7868.0,0.0,453.82,0.0,7414.18,completed,credit_card
SP-2024-003158,2024-11-10 10:06:27,CUST-01908,Samsun,mobile,Paid Search,google,cpc,SP_Google_Search_KosuAyakkabi,UCRETSIZ_KARGO,1,1499.0,29.9,220.97,0.0,1278.03,completed,credit_card
SP-2024-003159,2024-11-10 08:20:42,CUST-03069,Antalya,mobile,Paid Search,google,cpc,SP_Google_Shopping_Giyim,,2,2888.0,29.9,168.1,0.0,2719.9,completed,credit_card
SP-2024-003160,2024-11-10 20:22:05,CUST-03765,Izmir,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,SPORCU10,2,4118.0,29.9,391.62,0.0,3726.38,completed,credit_card
SP-2024-003161,2024-11-10 23:42:45,CUST-02800,Ankara,tablet,Paid Search,google,cpc,SP_Google_PMax_Genel,,5,5795.0,0.0,0.0,0.0,5795.0,completed,pay_at_door
SP-2024-003162,2024-11-10 21:47:22,CUST-00504,Istanbul,mobile,Referral,whatsapp.com,referral,,,1,1869.0,29.9,0.0,0.0,1869.0,completed,credit_card
SP-2024-003163,2024-11-10 20:59:18,CUST-01580,Izmir,desktop,Email,newsletter,email,,,1,1709.0,29.9,0.0,0.0,1709.0,completed,pay_at_door
SP-2024-003164,2024-11-10 11:47:56,CUST-00511,Ankara,mobile,Organic Search,google,organic,,,5,6315.0,0.0,0.0,0.0,6315.0,completed,credit_card
SP-2024-003165,2024-11-10 13:56:36,CUST-03387,Istanbul,desktop,Organic Search,google,organic,,ILKALIS10,1,1169.0,29.9,216.47,0.0,952.53,completed,pay_at_door
SP-2024-003166,2024-11-10 19:37:19,CUST-00918,Konya,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,SPORCU10,3,5107.0,0.0,417.99,0.0,4689.01,completed,credit_card
SP-2024-003167,2024-11-10 13:04:22,CUST-04048,Ankara,tablet,Direct,(direct),(none),,SPORCU10,1,1449.0,29.9,248.91,0.0,1200.09,completed,bank_transfer
SP-2024-003168,2024-11-10 21:21:09,CUST-00396,Izmir,mobile,Paid Social,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,,7,15763.0,0.0,1113.71,0.0,14649.29,completed,credit_card
SP-2024-003169,2024-11-10 21:36:26,CUST-04520,Istanbul,desktop,Referral,trendyol.com,referral,,UCRETSIZ_KARGO,1,2229.0,29.9,322.13,0.0,1906.87,completed,debit_card
SP-2024-003170,2024-11-10 19:39:00,CUST-01221,Gaziantep,mobile,Organic Search,google,organic,,UCRETSIZ_KARGO,2,1638.0,29.9,164.36,0.0,1473.64,completed,debit_card
SP-2024-003171,2024-11-10 20:21:08,CUST-02500,Bursa,desktop,Organic Search,bing,organic,,,2,2928.0,29.9,0.0,0.0,2928.0,completed,pay_at_door
SP-2024-003172,2024-11-10 19:07:29,CUST-02934,Bursa,desktop,Paid Search,google,cpc,SP_Google_Display_Remarketing,,1,799.0,29.9,60.15,0.0,738.85,completed,credit_card
SP-2024-003173,2024-11-10 15:45:23,CUST-03771,Istanbul,mobile,Organic Social,facebook,social,,,1,4189.0,29.9,1136.62,0.0,3052.38,completed,credit_card
SP-2024-003174,2024-11-10 12:48:26,CUST-00427,Mersin,mobile,Email,newsletter,email,,,3,6447.0,0.0,0.0,0.0,6447.0,completed,credit_card
SP-2024-003175,2024-11-10 10:38:09,CUST-04630,Balikesir,desktop,Organic Search,google,organic,,,3,7907.0,0.0,337.95,0.0,7569.05,completed,debit_card
SP-2024-003176,2024-11-10 23:06:54,CUST-03552,Hatay,mobile,Paid Search,google,cpc,SP_Google_Display_Remarketing,,1,1509.0,29.9,0.0,0.0,1509.0,completed,credit_card
SP-2024-003177,2024-11-10 17:13:10,CUST-04444,Istanbul,mobile,Organic Search,bing,organic,,BLACKFRIDAY30,3,6207.0,0.0,590.0,0.0,5617.0,completed,credit_card
SP-2024-003178,2024-11-10 11:47:26,CUST-02142,Ankara,mobile,Referral,blog.sporthink.com.tr,referral,,,1,1559.0,29.9,0.0,0.0,1559.0,completed,credit_card
SP-2024-003179,2024-11-10 15:15:35,CUST-01275,Sanliurfa,mobile,Organic Search,google,organic,,,1,989.0,29.9,0.0,0.0,989.0,cancelled,credit_card
SP-2024-003180,2024-11-10 16:49:14,CUST-02100,Istanbul,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,,1,1979.0,29.9,0.0,0.0,1979.0,completed,pay_at_door
SP-2024-003181,2024-11-10 19:51:20,CUST-01174,Mersin,desktop,Direct,(direct),(none),,,3,8597.0,0.0,0.0,6929.49,1667.51,refunded,pay_at_door
SP-2024-003182,2024-11-10 13:01:33,CUST-00210,Izmir,mobile,Organic Social,instagram,social,,,2,2778.0,29.9,0.0,0.0,2778.0,completed,credit_card
SP-2024-003183,2024-11-10 09:50:56,CUST-03469,Ankara,mobile,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,,3,2527.0,29.9,150.39,0.0,2376.61,completed,bank_transfer
SP-2024-003184,2024-11-10 17:23:54,CUST-00055,Ankara,tablet,Referral,trendyol.com,referral,,,3,3677.0,29.9,643.62,0.0,3033.38,cancelled,bank_transfer
SP-2024-003185,2024-11-10 10:53:08,CUST-02773,Izmir,mobile,Organic Search,google,organic,,UCRETSIZ_KARGO,1,4669.0,0.0,368.08,0.0,4300.92,completed,credit_card
SP-2024-003186,2024-11-10 17:35:56,CUST-03245,Istanbul,mobile,Direct,(direct),(none),,,3,5267.0,0.0,226.02,0.0,5040.98,shipped,credit_card
SP-2024-003187,2024-11-10 15:55:14,CUST-02982,Denizli,mobile,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,SPORCU10,4,11006.0,0.0,2189.68,0.0,8816.32,shipped,credit_card
SP-2024-003188,2024-11-10 20:40:16,CUST-04374,Izmir,desktop,Organic Search,google,organic,,,1,1089.0,29.9,0.0,0.0,1089.0,completed,debit_card
SP-2024-003189,2024-11-10 22:08:48,CUST-03466,Izmir,desktop,Email,newsletter,email,,,3,3787.0,29.9,406.23,0.0,3380.77,completed,bank_transfer
SP-2024-003190,2024-11-10 21:00:29,CUST-03549,Istanbul,desktop,Organic Search,google,organic,,BAHAR25,2,3818.0,29.9,578.52,0.0,3239.48,completed,bank_transfer
SP-2024-003191,2024-11-10 14:40:54,CUST-01077,Diyarbakir,desktop,Organic Search,google,organic,,YILBASI20,2,1568.0,29.9,209.1,0.0,1358.9,completed,debit_card
SP-2024-003192,2024-11-10 07:01:41,CUST-04990,Istanbul,desktop,Paid Social,facebook,cpc,SP_Meta_DPA_Genel,SPORCU10,2,6738.0,0.0,599.26,0.0,6138.74,completed,bank_transfer
SP-2024-003193,2024-11-10 18:43:42,CUST-01451,Istanbul,mobile,Organic Search,google,organic,,BLACKFRIDAY30,1,3849.0,29.9,352.27,0.0,3496.73,completed,debit_card
SP-2024-003194,2024-11-10 09:02:08,CUST-04377,Istanbul,mobile,Direct,(direct),(none),,,1,1109.0,29.9,0.0,0.0,1109.0,cancelled,debit_card
SP-2024-003195,2024-11-11 09:36:51,CUST-04066,Antalya,desktop,Paid Social,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,UCRETSIZ_KARGO,2,6178.0,0.0,791.81,0.0,5386.19,completed,credit_card
SP-2024-003196,2024-11-11 19:04:39,CUST-04461,Denizli,mobile,Direct,(direct),(none),,,3,9637.0,0.0,0.0,0.0,9637.0,completed,credit_card
SP-2024-003197,2024-11-11 21:01:12,CUST-02380,Aydin,mobile,Paid Social,facebook,cpc,SP_Meta_Retargeting_Kasim,,1,779.0,29.9,157.61,0.0,621.39,completed,debit_card
SP-2024-003198,2024-11-11 20:22:51,CUST-04195,Ankara,desktop,Paid Search,google,cpc,SP_Google_Shopping_Giyim,YILBASI20,1,609.0,29.9,65.83,0.0,543.17,completed,credit_card
SP-2024-003199,2024-11-11 11:29:24,CUST-03950,Ankara,mobile,Organic Search,google,organic,,BAHAR25,1,1769.0,29.9,289.41,0.0,1479.59,completed,pay_at_door
SP-2024-003200,2024-11-11 20:16:51,CUST-03941,Ordu,mobile,Organic Search,google,organic,,BAHAR25,3,6017.0,0.0,283.65,0.0,5733.35,shipped,credit_card
SP-2024-003201,2024-11-11 16:47:51,CUST-03074,Istanbul,desktop,Organic Search,google,organic,,,4,8746.0,0.0,0.0,0.0,8746.0,completed,credit_card
SP-2024-003202,2024-11-11 10:37:08,CUST-03860,Istanbul,mobile,Direct,(direct),(none),,BLACKFRIDAY30,4,11356.0,0.0,864.54,0.0,10491.46,shipped,credit_card
SP-2024-003203,2024-11-11 10:18:38,CUST-01852,Antalya,desktop,Organic Social,instagram,social,,,4,11556.0,0.0,0.0,0.0,11556.0,completed,credit_card
SP-2024-003204,2024-11-11 19:26:18,CUST-01813,Izmir,tablet,Email,newsletter,email,,,2,5138.0,0.0,0.0,0.0,5138.0,completed,credit_card
SP-2024-003205,2024-11-11 10:49:11,CUST-00313,Diyarbakir,desktop,Paid Search,google,cpc,SP_Google_Search_Brand,,2,6478.0,0.0,629.41,0.0,5848.59,completed,pay_at_door
SP-2024-003206,2024-11-11 18:30:36,CUST-03946,Gaziantep,desktop,Direct,(direct),(none),,YILBASI20,1,4569.0,0.0,341.95,0.0,4227.05,completed,credit_card
SP-2024-003207,2024-11-11 11:51:50,CUST-00628,Izmir,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,SPORCU10,2,1338.0,29.9,241.79,0.0,1096.21,completed,credit_card
SP-2024-003208,2024-11-11 10:51:01,CUST-00634,Istanbul,desktop,Paid Social,instagram,cpc,SP_Meta_DPA_Genel,SPORCU10,3,8807.0,0.0,1117.1,0.0,7689.9,completed,pay_at_door
SP-2024-003209,2024-11-11 23:03:27,CUST-02633,Konya,desktop,Referral,blog.sporthink.com.tr,referral,,,1,1129.0,29.9,0.0,0.0,1129.0,shipped,bank_transfer
SP-2024-003210,2024-11-11 01:44:39,CUST-03238,Mersin,mobile,Organic Search,google,organic,,KISFIRSATI,2,2358.0,29.9,689.42,0.0,1668.58,completed,credit_card
SP-2024-003211,2024-11-11 12:56:28,CUST-01160,Antalya,desktop,Organic Search,google,organic,,ILKALIS10,3,5387.0,0.0,360.78,0.0,5026.22,completed,debit_card
SP-2024-003212,2024-11-11 21:00:14,CUST-04132,Diyarbakir,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,ILKALIS10,2,3308.0,29.9,374.84,0.0,2933.16,completed,credit_card
SP-2024-003213,2024-11-11 22:07:07,CUST-03812,Ankara,mobile,Organic Search,google,organic,,,2,6878.0,0.0,0.0,0.0,6878.0,completed,pay_at_door
SP-2024-003214,2024-11-11 22:06:30,CUST-04367,Istanbul,desktop,Direct,(direct),(none),,BLACKFRIDAY30,2,2038.0,29.9,215.23,0.0,1822.77,completed,pay_at_door
SP-2024-003215,2024-11-11 14:54:30,CUST-01957,Izmir,mobile,Organic Search,google,organic,,HOSGELDIN15,2,4598.0,0.0,765.46,0.0,3832.54,completed,credit_card
SP-2024-003216,2024-11-11 10:53:25,CUST-02669,Sanliurfa,desktop,Direct,(direct),(none),,,2,5998.0,0.0,0.0,0.0,5998.0,completed,bank_transfer
SP-2024-003217,2024-11-11 11:55:22,CUST-03771,Istanbul,tablet,Paid Search,google,cpc,SP_Google_Search_SporAyakkabi,,3,5367.0,0.0,0.0,0.0,5367.0,shipped,credit_card
SP-2024-003218,2024-11-11 16:32:22,CUST-00624,Adana,mobile,Email,newsletter,email,,YILBASI20,3,3947.0,29.9,280.21,1105.46,2561.33,refunded,debit_card
SP-2024-003219,2024-11-11 21:04:07,CUST-01256,Antalya,mobile,Direct,(direct),(none),,BAHAR25,2,3898.0,29.9,365.89,0.0,3532.11,completed,pay_at_door
SP-2024-003220,2024-11-11 09:17:31,CUST-01016,Antalya,mobile,Organic Search,bing,organic,,HOSGELDIN15,3,6657.0,0.0,226.71,0.0,6430.29,completed,credit_card
SP-2024-003221,2024-11-11 11:14:54,CUST-04310,Sanliurfa,mobile,Paid Social,instagram,cpc,SP_Meta_DPA_Genel,YILBASI20,1,749.0,29.9,121.2,0.0,627.8,completed,credit_card
SP-2024-003222,2024-11-11 06:56:23,CUST-03967,Istanbul,mobile,Paid Search,google,cpc,SP_Google_Search_Brand,HOSGELDIN15,5,6955.0,0.0,1054.31,0.0,5900.69,completed,credit_card
SP-2024-003223,2024-11-11 21:27:27,CUST-02714,Trabzon,mobile,Organic Social,facebook,social,,BAHAR25,5,10305.0,0.0,230.59,0.0,10074.41,completed,debit_card
SP-2024-003224,2024-11-11 10:15:33,CUST-04639,Malatya,mobile,Paid Video,youtube.com,cpc,,SPORCU10,2,4188.0,29.9,566.51,0.0,3621.49,completed,credit_card
SP-2024-003225,2024-11-11 11:21:28,CUST-03813,Kayseri,mobile,Organic Search,google,organic,,HOSGELDIN15,5,2985.0,29.9,113.93,0.0,2871.07,completed,credit_card
SP-2024-003226,2024-11-11 21:46:58,CUST-00682,Mugla,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,KISFIRSATI,5,11215.0,0.0,2067.55,0.0,9147.45,completed,credit_card
SP-2024-003227,2024-11-11 21:55:15,CUST-04338,Istanbul,desktop,Paid Search,google,cpc,SP_Google_Search_Krampon,,1,3759.0,29.9,0.0,0.0,3759.0,shipped,bank_transfer
SP-2024-003228,2024-11-11 18:15:14,CUST-01148,Istanbul,desktop,Email,newsletter,email,,,1,5249.0,0.0,0.0,0.0,5249.0,completed,credit_card
SP-2024-003229,2024-11-11 19:11:55,CUST-00861,Istanbul,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,SPORCU10,1,249.0,29.9,39.96,0.0,209.04,completed,credit_card
SP-2024-003230,2024-11-11 22:32:12,CUST-00112,Eskisehir,desktop,Direct,(direct),(none),,HOSGELDIN15,1,3639.0,29.9,621.17,0.0,3017.83,completed,credit_card
SP-2024-003231,2024-11-11 19:00:01,CUST-04831,Istanbul,desktop,Direct,(direct),(none),,,2,4518.0,0.0,0.0,4051.01,466.99,refunded,credit_card
SP-2024-003232,2024-11-11 03:35:26,CUST-00421,Mugla,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,,4,9236.0,0.0,194.9,0.0,9041.1,completed,pay_at_door
SP-2024-003233,2024-11-11 11:46:20,CUST-03848,Manisa,mobile,Organic Social,twitter.com,social,,UCRETSIZ_KARGO,2,4058.0,29.9,1039.24,0.0,3018.76,completed,credit_card
SP-2024-003234,2024-11-11 19:41:37,CUST-03474,Adana,mobile,Organic Search,google,organic,,,3,3797.0,29.9,0.0,0.0,3797.0,completed,debit_card
SP-2024-003235,2024-11-11 14:08:38,CUST-02112,Erzurum,desktop,Direct,(direct),(none),,HOSGELDIN15,3,7797.0,0.0,395.69,0.0,7401.31,completed,credit_card
SP-2024-003236,2024-11-11 09:54:37,CUST-04461,Denizli,mobile,Paid Social,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,HOSGELDIN15,7,10203.0,0.0,48.08,0.0,10154.92,pending,credit_card
SP-2024-003237,2024-11-11 16:25:02,CUST-02293,Istanbul,mobile,Direct,(direct),(none),,,5,13575.0,0.0,2472.62,0.0,11102.38,completed,credit_card
SP-2024-003238,2024-11-11 01:25:20,CUST-04056,Istanbul,mobile,Organic Search,google,organic,,,2,3838.0,29.9,705.99,0.0,3132.01,completed,credit_card
SP-2024-003239,2024-11-11 15:15:25,CUST-00921,Izmir,mobile,Organic Search,google,organic,,KISFIRSATI,4,8156.0,0.0,319.78,0.0,7836.22,shipped,pay_at_door
SP-2024-003240,2024-11-11 19:54:04,CUST-04580,Samsun,mobile,Paid Search,google,cpc,SP_Google_Shopping_Ayakkabi,BAHAR25,3,6837.0,0.0,997.55,0.0,5839.45,completed,credit_card
SP-2024-003241,2024-11-11 19:44:40,CUST-00887,Erzurum,mobile,Organic Search,google,organic,,,6,6854.0,0.0,0.0,0.0,6854.0,completed,bank_transfer
SP-2024-003242,2024-11-11 11:45:06,CUST-03204,Mersin,mobile,Paid Social,instagram,cpc,SP_Meta_Retargeting_Kasim,,5,12145.0,0.0,950.18,0.0,11194.82,completed,pay_at_door
SP-2024-003243,2024-11-11 09:43:21,CUST-01754,Istanbul,mobile,Organic Search,google,organic,,BAHAR25,1,299.0,29.9,59.68,0.0,239.32,shipped,credit_card
