date,itemId,itemName,itemCategory,itemCategory2,itemBrand,itemsViewed,itemsAddedToCart,itemsCheckedOut,itemsPurchased,itemRevenue,itemListViews,itemListClicks,cartToViewRate
20241020,SP-AKS-EB-056,Puma Fleece Bere ve Eldiven Seti,Aksesuar,Eldiven ve Bere,Puma,3,0,0,0,0.0,12,4,0.0
20241020,SP-AYK-TR-147,Lacoste Adilette Comfort Erkek Terlik,Ayakkabı,Terlik,Lacoste,2,0,0,0,0.0,15,4,0.0
20241020,SP-GYM-MN-087,Lacoste Silver Ridge Erkek Yağmurluk,Giyim,Mont,Lacoste,1,0,0,0,0.0,10,2,0.0
20241020,SP-GYM-CK-100,Levi's Run Favorite Kadın Ceket,Giyim,Ceket,Levi's,11,2,1,0,0.0,51,16,0.1818
20241020,SP-GYM-MN-075,Lacoste Sportswear Windrunner Erkek Mont,Giyim,Mont,Lacoste,9,2,1,0,0.0,51,13,0.2222
20241020,SP-AYK-HS-095,Nike Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Nike,8,2,1,0,0.0,48,10,0.25
20241020,SP-AYK-KS-016,Asics Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,3,0,0,0,0.0,23,4,0.0
20241020,SP-AYK-KS-030,Puma Nitro Elite 2 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Puma,6,1,0,0,0.0,42,9,0.1667
20241020,SP-AYK-SN-064,Lacoste Chuck Taylor All Star Unisex Sneaker,Ayakkabı,Sneaker,Lacoste,15,4,1,0,0.0,55,19,0.2667
20241020,SP-AYK-TR-155,Adidas Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Adidas,7,1,0,0,0.0,39,9,0.1429
20241020,SP-GYM-FR-127,Jack & Jones Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,Jack & Jones,4,1,0,0,0.0,23,7,0.25
20241020,SP-GYM-CK-091,Hummel Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Hummel,13,2,0,0,0.0,45,17,0.1538
20241020,SP-AKS-SP-039,The North Face Baseball Cap Unisex Şapka,Aksesuar,Şapka,The North Face,7,1,0,0,0.0,32,9,0.1429
20241020,SP-AYK-TR-166,Puma Arizona Kadın Sandalet,Ayakkabı,Terlik,Puma,10,1,0,0,0.0,52,15,0.1
20241020,SP-AYK-GN-092,Columbia Go Walk 7 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Columbia,3,0,0,0,0.0,30,5,0.0
20241020,SP-AYK-SN-069,Nike Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Nike,8,2,1,0,0.0,55,11,0.25
20241020,SP-GYM-SR-105,Nike Dri-FIT Challenger Erkek Koşu Şort,Giyim,Şort,Nike,5,0,0,0,0.0,47,7,0.0
20241020,SP-AYK-GN-081,Hummel Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,7,2,0,0,0.0,42,8,0.2857
20241020,SP-AYK-HS-094,The North Face Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,The North Face,3,0,0,0,0.0,12,4,0.0
20241020,SP-GYM-JN-121,New Balance 511 Slim Fit Erkek Jean,Giyim,Jean,New Balance,4,1,0,0,0.0,30,5,0.25
20241020,SP-GYM-JN-113,Under Armour 501 Original Fit Erkek Jean,Giyim,Jean,Under Armour,2,0,0,0,0.0,9,3,0.0
20241020,SP-AYK-GN-085,Hummel Lite Racer Adapt 6.0 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,7,1,0,0,0.0,42,9,0.1429
20241020,SP-AKS-SP-028,Adidas H86 Futura Washed Erkek Şapka,Aksesuar,Şapka,Adidas,7,0,0,0,0.0,53,8,0.0
20241020,SP-AYK-KS-018,Salomon Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Salomon,2,0,0,0,0.0,26,4,0.0
20241020,SP-GYM-JN-122,Under Armour 511 Slim Fit Erkek Jean,Giyim,Jean,Under Armour,2,0,0,0,0.0,20,4,0.0
20241020,SP-AYK-SN-059,Puma Chuck Taylor All Star Erkek Sneaker,Ayakkabı,Sneaker,Puma,3,0,0,0,0.0,22,4,0.0
20241020,SP-AKS-CR-016,Nike Trefoil Liner 3'lü Erkek Çorap,Aksesuar,Çorap,Nike,3,0,0,0,0.0,14,5,0.0
20241020,SP-GYM-TS-025,The North Face Tech Erkek Antrenman Tişört,Giyim,Tişört,The North Face,2,0,0,0,0.0,15,4,0.0
20241020,SP-AYK-BK-114,Columbia LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Columbia,9,2,1,0,0.0,38,14,0.2222
20241020,SP-GYM-JN-119,Jack & Jones 501 Original Fit Erkek Jean,Giyim,Jean,Jack & Jones,8,1,0,0,0.0,49,11,0.125
20241020,SP-GYM-ET-069,Under Armour Basic 3-Stripes Erkek Eşofman Takımı,Giyim,Eşofman Takımı,Under Armour,7,2,1,0,0.0,28,9,0.2857
20241020,SP-GYM-EA-055,Levi's Essentials Fleece Erkek Eşofman Altı,Giyim,Eşofman Altı,Levi's,8,1,0,0,0.0,28,10,0.125
20241020,SP-AYK-SN-034,Vans Air Force 1 '07 Kadın Sneaker,Ayakkabı,Sneaker,Vans,17,3,1,0,0.0,48,19,0.1765
20241020,SP-AKS-SC-045,The North Face Linear Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,The North Face,3,0,0,0,0.0,18,4,0.0
20241020,SP-AYK-OD-121,Puma X Ultra 4 GTX Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Puma,4,1,0,0,0.0,25,7,0.25
20241020,SP-AYK-SN-040,Birkenstock Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,2,0,0,0,0.0,23,3,0.0
20241020,SP-AKS-BC-050,The North Face Heritage Hip Pack Unisex Bel Çantası,Aksesuar,Bel Çantası,The North Face,2,0,0,0,0.0,10,3,0.0
20241020,SP-AYK-GN-091,Columbia Go Walk 7 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Columbia,10,3,1,0,0.0,35,13,0.3
20241020,SP-GYM-FR-133,Adidas Trabzonspor 2024/25 İç Saha Forması,Giyim,Forma,Adidas,3,1,0,0,0.0,24,5,0.3333
20241020,SP-AYK-SN-046,Reebok Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Reebok,5,0,0,0,0.0,22,8,0.0
20241020,SP-GYM-FR-128,Levi's Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,Levi's,7,0,0,0,0.0,41,8,0.0
20241020,SP-GYM-TY-137,New Balance Pro Dri-FIT Kadın Tayt,Giyim,Tayt,New Balance,1,0,0,0,0.0,13,3,0.0
20241020,SP-AYK-TR-142,Birkenstock Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Birkenstock,13,2,0,0,0.0,43,17,0.1538
20241020,SP-GYM-JN-118,Reebok 501 Original Fit Kadın Jean,Giyim,Jean,Reebok,3,0,0,0,0.0,28,5,0.0
20241020,SP-GYM-CK-101,Under Armour Run Favorite Erkek Ceket,Giyim,Ceket,Under Armour,6,1,0,0,0.0,54,8,0.1667
20241020,SP-GYM-TS-017,Lacoste Cotton Logo Erkek Tişört,Giyim,Tişört,Lacoste,5,0,0,0,0.0,24,8,0.0
20241020,SP-AYK-OD-124,Birkenstock X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,1,0,0,0,0.0,6,2,0.0
20241020,SP-AYK-BT-180,Salomon Nuptse II Erkek Bot,Ayakkabı,Bot ve Çizme,Salomon,9,2,0,0,0.0,48,10,0.2222
20241020,SP-AYK-KR-110,Skechers Copa Pure II Elite FG Erkek Krampon,Ayakkabı,Krampon,Skechers,10,2,1,0,0.0,36,12,0.2
20241020,SP-AYK-KS-003,Nike Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Nike,1,0,0,0,0.0,12,2,0.0
20241020,SP-GYM-SW-037,Under Armour Core Logo Erkek Hoodie,Giyim,Sweatshirt,Under Armour,8,1,0,0,0.0,24,9,0.125
20241020,SP-GYM-FR-129,U.S. Polo Assn. Beşiktaş 2024/25 İç Saha Forması,Giyim,Forma,U.S. Polo Assn.,1,0,0,0,0.0,16,2,0.0
20241020,SP-AYK-TR-156,Asics Adilette Comfort Erkek Terlik,Ayakkabı,Terlik,Asics,8,1,0,0,0.0,44,13,0.125
20241020,SP-AYK-KR-108,Birkenstock Predator Elite FG Erkek Krampon,Ayakkabı,Krampon,Birkenstock,6,0,0,0,0.0,25,8,0.0
20241020,SP-AYK-VL-174,Birkenstock Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Birkenstock,3,0,0,0,0.0,18,5,0.0
20241020,SP-GYM-CK-094,Jack & Jones Sportswear Windrunner Kadın Rüzgarlık,Giyim,Ceket,Jack & Jones,3,0,0,0,0.0,36,6,0.0
20241020,SP-AYK-TR-165,Puma Arizona Erkek Sandalet,Ayakkabı,Terlik,Puma,13,4,2,1,1722.42,48,18,0.3077
20241020,SP-AKS-SP-032,U.S. Polo Assn. H86 Futura Washed Kadın Şapka,Aksesuar,Şapka,U.S. Polo Assn.,12,2,0,0,0.0,49,19,0.1667
20241020,SP-AYK-OD-133,Birkenstock Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,2,0,0,0,0.0,20,3,0.0
20241020,SP-GYM-TS-005,Jack & Jones Sportswear Essential Erkek Tişört,Giyim,Tişört,Jack & Jones,1,0,0,0,0.0,12,2,0.0
20241020,SP-SML-FT-001,Adidas Flight Match Ball Futbol Topu,Spor Malzemeleri,Futbol Topu,Adidas,8,2,0,0,0.0,35,13,0.25
20241020,SP-GYM-MN-089,Nike Silver Ridge Erkek Yağmurluk,Giyim,Mont,Nike,13,1,0,0,0.0,39,15,0.0769
20241020,SP-AKS-SC-043,Adidas Heritage Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,Adidas,2,0,0,0,0.0,15,4,0.0
20241020,SP-GYM-ET-066,Jack & Jones Sportswear Sport Essentials Kadın Eşofman Takımı,Giyim,Eşofman Takımı,Jack & Jones,3,0,0,0,0.0,27,5,0.0
20241020,SP-AYK-VL-175,Salomon Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,5,1,0,0,0.0,34,6,0.2
20241020,SP-AYK-KR-104,Adidas Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Adidas,6,1,0,0,0.0,50,7,0.1667
20241020,SP-AYK-OD-131,New Balance Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,New Balance,2,0,0,0,0.0,17,3,0.0
20241021,SP-AYK-OD-131,New Balance Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,New Balance,14,4,2,1,3274.42,68,22,0.2857
20241021,SP-AKS-BC-052,Nike Heritage Hip Pack Unisex Bel Çantası,Aksesuar,Bel Çantası,Nike,3,0,0,0,0.0,19,4,0.0
20241021,SP-AYK-SN-032,Hummel Air Force 1 '07 Kadın Sneaker,Ayakkabı,Sneaker,Hummel,13,3,1,0,0.0,76,20,0.2308
20241021,SP-AYK-BT-177,Birkenstock Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Birkenstock,7,2,0,0,0.0,59,9,0.2857
20241021,SP-AYK-KR-106,Puma Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Puma,8,2,0,0,0.0,78,12,0.25
20241021,SP-AYK-TR-154,Adidas Adilette Comfort Kadın Terlik,Ayakkabı,Terlik,Adidas,8,1,0,0,0.0,36,10,0.125
20241021,SP-AYK-GN-087,Skechers Lite Racer Adapt 6.0 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Skechers,5,1,0,0,0.0,30,9,0.2
20241021,SP-GYM-JN-122,Under Armour 511 Slim Fit Erkek Jean,Giyim,Jean,Under Armour,15,2,1,0,0.0,60,21,0.1333
20241021,SP-AKS-SC-043,Adidas Heritage Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,Adidas,15,3,1,0,0.0,55,18,0.2
20241021,SP-AYK-SN-068,Salomon Suede Classic XXI Kadın Sneaker,Ayakkabı,Sneaker,Salomon,11,3,1,0,0.0,78,19,0.2727
20241021,SP-AYK-OD-124,Birkenstock X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,3,0,0,0,0.0,15,4,0.0
20241021,SP-AYK-SN-067,Salomon Suede Classic XXI Erkek Sneaker,Ayakkabı,Sneaker,Salomon,6,0,0,0,0.0,25,8,0.0
20241021,SP-AKS-EB-057,Nike Fleece Bere ve Eldiven Seti,Aksesuar,Eldiven ve Bere,Nike,3,0,0,0,0.0,18,4,0.0
20241021,SP-GYM-TS-010,Reebok Trefoil Essentials Kadın Tişört,Giyim,Tişört,Reebok,11,1,0,0,0.0,45,16,0.0909
20241021,SP-AYK-KS-011,Columbia Ultraboost Light Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,10,2,0,0,0.0,45,15,0.2
20241021,SP-AYK-OD-134,Adidas Facet 75 Mid Erkek Outdoor Bot,Ayakkabı,Outdoor Ayakkabı,Adidas,11,1,0,0,0.0,66,15,0.0909
20241021,SP-AYK-GN-077,Nike Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Nike,9,2,0,0,0.0,70,13,0.2222
20241021,SP-AYK-KR-108,Birkenstock Predator Elite FG Erkek Krampon,Ayakkabı,Krampon,Birkenstock,8,2,1,0,0.0,35,11,0.25
20241021,SP-AYK-KS-001,New Balance Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,New Balance,14,2,1,0,0.0,44,17,0.1429
20241021,SP-GYM-TS-014,Nike Cotton Logo Kadın Tişört,Giyim,Tişört,Nike,12,2,1,0,0.0,74,18,0.1667
20241021,SP-GYM-TS-012,Puma Cotton Logo Kadın Tişört,Giyim,Tişört,Puma,10,1,0,0,0.0,51,15,0.1
20241021,SP-GYM-MN-081,Levi's Thermoball Eco 2.0 Erkek Mont,Giyim,Mont,Levi's,13,1,0,0,0.0,65,17,0.0769
20241021,SP-AYK-KS-024,Asics Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,10,1,0,0,0.0,63,13,0.1
20241021,SP-AYK-OD-133,Birkenstock Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,14,3,1,0,0.0,56,16,0.2143
20241021,SP-GYM-TY-134,Jack & Jones Pro Dri-FIT Erkek Tayt,Giyim,Tayt,Jack & Jones,7,2,1,0,0.0,41,8,0.2857
20241021,SP-AYK-VL-176,Salomon Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,10,1,0,0,0.0,32,12,0.1
20241021,SP-AYK-SN-036,Reebok Stan Smith Kadın Sneaker,Ayakkabı,Sneaker,Reebok,6,1,0,0,0.0,28,8,0.1667
20241021,SP-AKS-SP-036,U.S. Polo Assn. Baseball Cap Unisex Şapka,Aksesuar,Şapka,U.S. Polo Assn.,6,1,0,0,0.0,49,7,0.1667
20241021,SP-GYM-ET-063,The North Face Sportswear Sport Essentials Erkek Eşofman Takımı,Giyim,Eşofman Takımı,The North Face,5,0,0,0,0.0,36,6,0.0
20241021,SP-AYK-BT-183,Reebok Nuptse II Kadın Bot,Ayakkabı,Bot ve Çizme,Reebok,22,6,3,1,5375.15,72,27,0.2727
20241021,SP-GYM-EA-049,Vans Sportswear Club Erkek Eşofman Altı,Giyim,Eşofman Altı,Vans,8,2,1,0,0.0,64,14,0.25
20241021,SP-AYK-SN-055,Birkenstock Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,13,4,2,1,1669.74,43,16,0.3077
20241021,SP-AYK-OD-122,Hummel X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Hummel,8,2,1,0,0.0,40,13,0.25
20241021,SP-AKS-SP-024,Nike H86 Futura Washed Unisex Şapka,Aksesuar,Şapka,Nike,9,1,0,0,0.0,62,12,0.1111
20241021,SP-AYK-KS-021,Converse Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,8,1,0,0,0.0,41,9,0.125
20241021,SP-AYK-OD-126,Hummel Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Hummel,1,0,0,0,0.0,7,2,0.0
20241021,SP-AYK-TR-151,Columbia Adilette Comfort Kadın Terlik,Ayakkabı,Terlik,Columbia,6,1,0,0,0.0,26,8,0.1667
20241021,SP-GYM-SW-041,Jack & Jones Core Logo Erkek Hoodie,Giyim,Sweatshirt,Jack & Jones,3,0,0,0,0.0,18,5,0.0
20241021,SP-AYK-KS-029,Puma Nitro Elite 2 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Puma,7,0,0,0,0.0,48,12,0.0
20241021,SP-AYK-TR-152,Columbia Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Columbia,13,2,0,0,0.0,76,20,0.1538
20241021,SP-GYM-CK-098,Puma Sportswear Windrunner Kadın Rüzgarlık,Giyim,Ceket,Puma,18,2,1,0,0.0,72,25,0.1111
20241021,SP-AYK-BT-184,Nike Nuptse II Erkek Bot,Ayakkabı,Bot ve Çizme,Nike,5,0,0,0,0.0,38,7,0.0
20241021,SP-GYM-EA-062,U.S. Polo Assn. Cotton Go Kadın Eşofman Altı,Giyim,Eşofman Altı,U.S. Polo Assn.,5,1,0,0,0.0,30,6,0.2
20241021,SP-AYK-TR-147,Lacoste Adilette Comfort Erkek Terlik,Ayakkabı,Terlik,Lacoste,3,0,0,0,0.0,14,5,0.0
20241021,SP-GYM-CK-093,Jack & Jones Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Jack & Jones,7,2,1,0,0.0,32,11,0.2857
20241021,SP-AYK-OD-135,Adidas Facet 75 Mid Kadın Outdoor Bot,Ayakkabı,Outdoor Ayakkabı,Adidas,9,1,0,0,0.0,45,12,0.1111
20241021,SP-AYK-SN-053,Birkenstock Old Skool Erkek Sneaker,Ayakkabı,Sneaker,Birkenstock,9,2,0,0,0.0,47,11,0.2222
20241021,SP-AYK-KS-005,Columbia Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,12,2,1,0,0.0,73,14,0.1667
20241021,SP-AKS-CR-010,Adidas Everyday Cushioned 3'lü Erkek Çorap,Aksesuar,Çorap,Adidas,15,2,1,0,0.0,70,18,0.1333
20241021,SP-AYK-SN-035,Reebok Stan Smith Erkek Sneaker,Ayakkabı,Sneaker,Reebok,11,2,1,0,0.0,72,16,0.1818
20241021,SP-AKS-SC-046,U.S. Polo Assn. Linear Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,U.S. Polo Assn.,5,1,0,0,0.0,32,7,0.2
20241021,SP-AYK-SN-075,Vans Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Vans,10,2,1,0,0.0,48,12,0.2
20241021,SP-GYM-MN-090,Nike Silver Ridge Kadın Yağmurluk,Giyim,Mont,Nike,8,1,0,0,0.0,38,14,0.125
20241021,SP-AYK-SN-040,Birkenstock Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,9,3,1,0,0.0,45,13,0.3333
20241021,SP-AYK-SN-052,The North Face Old Skool Unisex Sneaker,Ayakkabı,Sneaker,The North Face,17,5,2,1,2151.88,71,19,0.2941
20241021,SP-AYK-KS-023,Asics Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,3,0,0,0,0.0,14,5,0.0
20241021,SP-AKS-SP-039,The North Face Baseball Cap Unisex Şapka,Aksesuar,Şapka,The North Face,9,1,0,0,0.0,69,16,0.1111
20241021,SP-GYM-TS-005,Jack & Jones Sportswear Essential Erkek Tişört,Giyim,Tişört,Jack & Jones,5,1,0,0,0.0,34,6,0.2
20241021,SP-AYK-TR-155,Adidas Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Adidas,13,1,0,0,0.0,53,16,0.0769
20241021,SP-AYK-HS-100,Reebok Future 7 Play TT Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Reebok,3,0,0,0,0.0,15,5,0.0
20241021,SP-AYK-KS-026,Adidas Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Adidas,1,0,0,0,0.0,8,2,0.0
20241021,SP-GYM-SW-042,Jack & Jones Core Logo Kadın Hoodie,Giyim,Sweatshirt,Jack & Jones,4,0,0,0,0.0,16,6,0.0
20241021,SP-SML-FE-016,Adidas Direnç Bandı Seti 3'lü,Spor Malzemeleri,Fitness Ekipmanı,Adidas,14,4,2,1,364.58,78,19,0.2857
20241021,SP-GYM-SW-040,Lacoste Core Logo Kadın Hoodie,Giyim,Sweatshirt,Lacoste,3,0,0,0,0.0,19,4,0.0
20241021,SP-AYK-SN-069,Nike Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Nike,5,1,0,0,0.0,33,6,0.2
20241021,SP-GYM-TS-002,Adidas Sportswear Essential Kadın Tişört,Giyim,Tişört,Adidas,1,0,0,0,0.0,10,2,0.0
20241021,SP-AKS-SP-028,Adidas H86 Futura Washed Erkek Şapka,Aksesuar,Şapka,Adidas,8,0,0,0,0.0,66,12,0.0
20241021,SP-GYM-SR-106,Converse Dri-FIT Challenger Erkek Koşu Şort,Giyim,Şort,Converse,5,1,0,0,0.0,37,8,0.2
20241021,SP-AYK-GN-088,Skechers Lite Racer Adapt 6.0 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Skechers,13,2,1,0,0.0,65,22,0.1538
20241021,SP-AYK-GN-091,Columbia Go Walk 7 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Columbia,11,2,0,0,0.0,39,13,0.1818
20241021,SP-AYK-GN-081,Hummel Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,13,1,0,0,0.0,71,21,0.0769
20241021,SP-AYK-GN-079,Lacoste Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Lacoste,8,1,0,0,0.0,40,9,0.125
20241021,SP-AYK-TR-158,Asics Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Asics,7,2,1,0,0.0,31,8,0.2857
20241021,SP-GYM-SW-030,Hummel Club Fleece Crew Kadın Sweatshirt,Giyim,Sweatshirt,Hummel,16,2,1,0,0.0,57,21,0.125
20241021,SP-GYM-TS-021,Columbia Tech Erkek Antrenman Tişört,Giyim,Tişört,Columbia,11,1,0,0,0.0,63,13,0.0909
20241021,SP-SML-BKT-006,Puma TF-1000 Legacy Basketbol Topu,Spor Malzemeleri,Basketbol Topu,Puma,4,0,0,0,0.0,27,5,0.0
20241021,SP-GYM-FR-130,Lacoste Beşiktaş 2024/25 İç Saha Forması,Giyim,Forma,Lacoste,8,1,0,0,0.0,64,14,0.125
20241021,SP-GYM-TS-004,Hummel Sportswear Essential Kadın Tişört,Giyim,Tişört,Hummel,11,1,0,0,0.0,61,18,0.0909
20241021,SP-GYM-TS-003,Hummel Sportswear Essential Erkek Tişört,Giyim,Tişört,Hummel,13,2,1,0,0.0,51,15,0.1538
20241021,SP-AYK-GN-080,Lacoste Tanjun Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Lacoste,2,0,0,0,0.0,9,3,0.0
20241021,SP-AYK-TR-143,Birkenstock Victori One Slide Unisex Terlik,Ayakkabı,Terlik,Birkenstock,7,2,1,0,0.0,41,9,0.2857
20241021,SP-AYK-OD-123,Hummel X Ultra 4 GTX Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Hummel,18,5,2,0,0.0,63,22,0.2778
20241021,SP-AYK-BK-116,Lacoste Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Lacoste,15,4,1,0,0.0,57,17,0.2667
20241021,SP-AYK-SN-074,Lacoste Club C 85 Kadın Sneaker,Ayakkabı,Sneaker,Lacoste,13,2,1,0,0.0,47,16,0.1538
20241021,SP-AYK-HS-097,Crocs Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Crocs,13,2,1,0,0.0,52,15,0.1538
20241021,SP-AYK-TR-138,Reebok Victori One Slide Erkek Terlik,Ayakkabı,Terlik,Reebok,7,0,0,0,0.0,30,10,0.0
20241021,SP-AYK-BK-112,Adidas LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Adidas,3,0,0,0,0.0,17,5,0.0
20241021,SP-GYM-CK-099,Levi's Run Favorite Erkek Ceket,Giyim,Ceket,Levi's,17,4,2,0,0.0,76,20,0.2353
20241021,SP-AYK-KR-111,Under Armour Copa Pure II Elite FG Erkek Krampon,Ayakkabı,Krampon,Under Armour,16,4,1,0,0.0,54,19,0.25
20241021,SP-AYK-BT-178,Crocs Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Crocs,6,0,0,0,0.0,44,8,0.0
20241021,SP-AYK-GN-086,Hummel Lite Racer Adapt 6.0 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,16,5,2,0,0.0,55,20,0.3125
20241021,SP-AKS-SC-045,The North Face Linear Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,The North Face,1,0,0,0,0.0,10,2,0.0
20241021,SP-AYK-HS-099,Nike Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Nike,17,4,1,0,0.0,75,21,0.2353
20241021,SP-AKS-SP-042,Puma Baseball Cap Unisex Şapka,Aksesuar,Şapka,Puma,13,1,0,0,0.0,52,17,0.0769
20241021,SP-AYK-TR-162,Skechers Classic Clog Erkek Terlik,Ayakkabı,Terlik,Skechers,6,1,0,0,0.0,33,9,0.1667
20241021,SP-AYK-KS-012,Columbia Ultraboost Light Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,19,4,2,1,5302.47,63,21,0.2105
20241021,SP-GYM-TS-011,Puma Cotton Logo Erkek Tişört,Giyim,Tişört,Puma,11,3,1,0,0.0,55,17,0.2727
20241021,SP-GYM-JN-115,Adidas 501 Original Fit Erkek Jean,Giyim,Jean,Adidas,9,1,0,0,0.0,67,10,0.1111
20241021,SP-GYM-SR-107,Puma Aeroready Erkek Şort,Giyim,Şort,Puma,9,2,1,0,0.0,77,12,0.2222
20241021,SP-AYK-KS-018,Salomon Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Salomon,4,0,0,0,0.0,31,5,0.0
20241021,SP-GYM-TS-018,Lacoste Cotton Logo Kadın Tişört,Giyim,Tişört,Lacoste,1,0,0,0,0.0,12,2,0.0
20241021,SP-AYK-SN-073,Lacoste Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Lacoste,4,0,0,0,0.0,20,6,0.0
