order_id,line_id,item_id,item_name,item_category,item_category2,item_brand,quantity,unit_price,line_total,discount_amount,refund_amount
SP-2024-003445,2,SP-AYK-OD-128,Lacoste Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Lacoste,1,3379.0,3379.0,0.0,1531.55
SP-2024-003445,3,SP-AYK-SN-034,Vans Air Force 1 '07 Kadın Sneaker,Ayakkabı,Sneaker,Vans,1,3299.0,3299.0,271.6,1495.29
SP-2024-003445,4,SP-AYK-SN-040,Birkenstock Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,1,2429.0,2429.0,0.0,1100.96
SP-2024-003446,1,SP-AYK-KS-001,New Balance Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,New Balance,1,2939.0,2939.0,0.0,0.0
SP-2024-003446,2,SP-AYK-KS-014,Asics Ultraboost Light Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,2,4479.0,8958.0,0.0,0.0
SP-2024-003446,3,SP-AYK-SN-071,New Balance Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,New Balance,1,2349.0,2349.0,294.28,0.0
SP-2024-003446,4,SP-AYK-BT-179,Converse Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Converse,1,2909.0,2909.0,0.0,0.0
SP-2024-003446,5,SP-AYK-KR-108,Birkenstock Predator Elite FG Erkek Krampon,Ayakkabı,Krampon,Birkenstock,1,4659.0,4659.0,0.0,0.0
SP-2024-003447,1,SP-GYM-EA-048,Lacoste Sportswear Club Kadın Eşofman Altı,Giyim,Eşofman Altı,Lacoste,1,1089.0,1089.0,0.0,0.0
SP-2024-003448,1,SP-GYM-MN-080,Vans Thermoball Eco 2.0 Kadın Mont,Giyim,Mont,Vans,1,4549.0,4549.0,0.0,0.0
SP-2024-003449,1,SP-AYK-TR-156,Asics Adilette Comfort Erkek Terlik,Ayakkabı,Terlik,Asics,1,1269.0,1269.0,0.0,0.0
SP-2024-003449,2,SP-AYK-BK-119,Salomon Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Salomon,1,3039.0,3039.0,0.0,0.0
SP-2024-003449,3,SP-AYK-KS-010,Converse Ultraboost Light Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,2,3659.0,7318.0,0.0,0.0
SP-2024-003450,1,SP-GYM-SW-037,Under Armour Core Logo Erkek Hoodie,Giyim,Sweatshirt,Under Armour,1,979.0,979.0,0.0,0.0
SP-2024-003450,2,SP-GYM-TS-007,Vans Trefoil Essentials Erkek Tişört,Giyim,Tişört,Vans,1,589.0,589.0,0.0,0.0
SP-2024-003450,3,SP-AYK-KR-109,Crocs Predator Elite FG Erkek Krampon,Ayakkabı,Krampon,Crocs,1,5119.0,5119.0,0.0,0.0
SP-2024-003451,1,SP-AYK-OD-125,Birkenstock X Ultra 4 GTX Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,2,3859.0,7718.0,1027.24,0.0
SP-2024-003452,1,SP-AYK-KS-004,Nike Air Zoom Pegasus 41 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Nike,1,3759.0,3759.0,0.0,0.0
SP-2024-003453,1,SP-GYM-SW-033,Columbia Essentials 3-Stripes Erkek Sweatshirt,Giyim,Sweatshirt,Columbia,3,1099.0,3297.0,878.54,0.0
SP-2024-003453,2,SP-GYM-ET-068,Puma Basic 3-Stripes Kadın Eşofman Takımı,Giyim,Eşofman Takımı,Puma,1,2599.0,2599.0,346.64,0.0
SP-2024-003454,1,SP-AYK-OD-132,Birkenstock Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,2,2849.0,5698.0,0.0,0.0
SP-2024-003454,2,SP-GYM-JN-113,Under Armour 501 Original Fit Erkek Jean,Giyim,Jean,Under Armour,1,2269.0,2269.0,555.61,0.0
SP-2024-003454,3,SP-AYK-SN-063,Lacoste Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Lacoste,1,2149.0,2149.0,0.0,0.0
SP-2024-003455,1,SP-AYK-KR-107,Lacoste Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Lacoste,1,3629.0,3629.0,659.59,0.0
SP-2024-003455,2,SP-GYM-EA-059,Jack & Jones Cotton Go Erkek Eşofman Altı,Giyim,Eşofman Altı,Jack & Jones,1,1149.0,1149.0,0.0,0.0
SP-2024-003456,1,SP-AYK-TR-159,Under Armour Classic Clog Erkek Terlik,Ayakkabı,Terlik,Under Armour,1,1789.0,1789.0,0.0,0.0
SP-2024-003456,2,SP-AKS-CR-001,The North Face Everyday Cushioned 3'lü Erkek Çorap,Aksesuar,Çorap,The North Face,3,239.0,717.0,0.0,0.0
SP-2024-003457,1,SP-AYK-OD-128,Lacoste Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Lacoste,1,3379.0,3379.0,0.0,0.0
SP-2024-003457,2,SP-GYM-CK-102,Under Armour Run Favorite Kadın Ceket,Giyim,Ceket,Under Armour,1,1379.0,1379.0,252.67,0.0
SP-2024-003457,3,SP-AYK-BK-119,Salomon Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Salomon,1,3039.0,3039.0,649.64,0.0
SP-2024-003457,4,SP-AYK-KS-029,Puma Nitro Elite 2 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Puma,1,3649.0,3649.0,1022.14,0.0
SP-2024-003458,1,SP-AYK-KS-030,Puma Nitro Elite 2 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Puma,1,3749.0,3749.0,0.0,0.0
SP-2024-003458,2,SP-AKS-SC-044,U.S. Polo Assn. Heritage Backpack Unisex Sırt Çantası,Aksesuar,Sırt Çantası,U.S. Polo Assn.,1,1019.0,1019.0,0.0,0.0
SP-2024-003458,3,SP-GYM-EA-051,Adidas Essentials Fleece Erkek Eşofman Altı,Giyim,Eşofman Altı,Adidas,1,1259.0,1259.0,164.82,0.0
SP-2024-003459,1,SP-SML-FE-017,Hummel Direnç Bandı Seti 3'lü,Spor Malzemeleri,Fitness Ekipmanı,Hummel,1,239.0,239.0,0.0,0.0
SP-2024-003460,1,SP-AYK-TR-170,Skechers Arizona Unisex Sandalet,Ayakkabı,Terlik,Skechers,1,2059.0,2059.0,0.0,0.0
SP-2024-003460,2,SP-AYK-KS-003,Nike Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Nike,1,3759.0,3759.0,278.46,0.0
SP-2024-003460,3,SP-AYK-TR-138,Reebok Victori One Slide Erkek Terlik,Ayakkabı,Terlik,Reebok,1,749.0,749.0,0.0,0.0
SP-2024-003461,1,SP-AYK-TR-161,Under Armour Classic Clog Unisex Terlik,Ayakkabı,Terlik,Under Armour,1,1569.0,1569.0,0.0,0.0
SP-2024-003461,2,SP-AYK-TR-168,Skechers Arizona Erkek Sandalet,Ayakkabı,Terlik,Skechers,1,1639.0,1639.0,0.0,0.0
SP-2024-003462,1,SP-AYK-HS-094,The North Face Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,The North Face,1,1709.0,1709.0,0.0,0.0
SP-2024-003462,2,SP-AKS-SP-027,Puma H86 Futura Washed Unisex Şapka,Aksesuar,Şapka,Puma,1,629.0,629.0,35.14,0.0
SP-2024-003462,3,SP-AYK-VL-171,Columbia Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Columbia,1,2409.0,2409.0,0.0,0.0
SP-2024-003463,1,SP-AYK-GN-089,Adidas Go Walk 7 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Adidas,1,2029.0,2029.0,0.0,0.0
SP-2024-003463,2,SP-AYK-BT-180,Salomon Nuptse II Erkek Bot,Ayakkabı,Bot ve Çizme,Salomon,1,4549.0,4549.0,0.0,0.0
SP-2024-003464,1,SP-AYK-TR-142,Birkenstock Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Birkenstock,3,749.0,2247.0,0.0,0.0
SP-2024-003464,2,SP-AYK-OD-132,Birkenstock Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,1,2849.0,2849.0,0.0,0.0
SP-2024-003465,1,SP-AYK-KS-030,Puma Nitro Elite 2 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Puma,1,3749.0,3749.0,0.0,0.0
SP-2024-003466,1,SP-AYK-BK-112,Adidas LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Adidas,2,5009.0,10018.0,1912.08,0.0
SP-2024-003467,1,SP-AYK-GN-092,Columbia Go Walk 7 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Columbia,2,2229.0,4458.0,0.0,0.0
SP-2024-003468,1,SP-AYK-KR-107,Lacoste Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Lacoste,1,3629.0,3629.0,0.0,0.0
SP-2024-003468,2,SP-AYK-VL-176,Salomon Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,1,2159.0,2159.0,0.0,0.0
SP-2024-003469,1,SP-AYK-GN-077,Nike Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Nike,1,2149.0,2149.0,0.0,0.0
SP-2024-003469,2,SP-AYK-SN-031,Hummel Air Force 1 '07 Erkek Sneaker,Ayakkabı,Sneaker,Hummel,3,2279.0,6837.0,0.0,0.0
SP-2024-003470,1,SP-AYK-OD-129,Lacoste Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Lacoste,1,2719.0,2719.0,0.0,0.0
SP-2024-003470,2,SP-AYK-SN-051,The North Face Old Skool Kadın Sneaker,Ayakkabı,Sneaker,The North Face,2,1599.0,3198.0,0.0,0.0
SP-2024-003471,1,SP-AYK-SN-053,Birkenstock Old Skool Erkek Sneaker,Ayakkabı,Sneaker,Birkenstock,1,2279.0,2279.0,0.0,0.0
SP-2024-003471,2,SP-GYM-SW-039,Lacoste Core Logo Erkek Hoodie,Giyim,Sweatshirt,Lacoste,1,1339.0,1339.0,129.26,0.0
SP-2024-003472,1,SP-AYK-TR-144,Columbia Victori One Slide Erkek Terlik,Ayakkabı,Terlik,Columbia,1,799.0,799.0,66.06,0.0
SP-2024-003472,2,SP-AYK-TR-146,Columbia Victori One Slide Unisex Terlik,Ayakkabı,Terlik,Columbia,1,1079.0,1079.0,169.06,0.0
SP-2024-003473,1,SP-AYK-SN-060,Puma Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Puma,1,1949.0,1949.0,0.0,0.0
SP-2024-003474,1,SP-AYK-SN-037,Reebok Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Reebok,1,2369.0,2369.0,0.0,0.0
SP-2024-003475,1,SP-GYM-TS-005,Jack & Jones Sportswear Essential Erkek Tişört,Giyim,Tişört,Jack & Jones,2,819.0,1638.0,0.0,0.0
SP-2024-003476,1,SP-AYK-KR-104,Adidas Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Adidas,1,4689.0,4689.0,0.0,0.0
SP-2024-003476,2,SP-AYK-SN-043,Columbia Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Columbia,2,2219.0,4438.0,0.0,0.0
SP-2024-003476,3,SP-AYK-KS-018,Salomon Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Salomon,1,4209.0,4209.0,0.0,0.0
SP-2024-003476,4,SP-AYK-OD-133,Birkenstock Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,1,3639.0,3639.0,0.0,0.0
SP-2024-003477,1,SP-GYM-SW-034,Columbia Essentials 3-Stripes Kadın Sweatshirt,Giyim,Sweatshirt,Columbia,1,1609.0,1609.0,0.0,0.0
SP-2024-003478,1,SP-AYK-TR-163,Skechers Classic Clog Kadın Terlik,Ayakkabı,Terlik,Skechers,1,1679.0,1679.0,0.0,0.0
SP-2024-003479,1,SP-GYM-EA-060,Jack & Jones Cotton Go Kadın Eşofman Altı,Giyim,Eşofman Altı,Jack & Jones,1,639.0,639.0,0.0,0.0
SP-2024-003480,1,SP-GYM-SR-108,Puma Aeroready Kadın Şort,Giyim,Şort,Puma,1,649.0,649.0,0.0,354.93
SP-2024-003481,1,SP-AYK-BK-113,Birkenstock LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Birkenstock,1,4169.0,4169.0,0.0,0.0
SP-2024-003482,1,SP-AKS-SPC-049,The North Face Brasilia M Duffel Unisex Spor Çantası,Aksesuar,Spor Çantası,The North Face,1,1039.0,1039.0,0.0,0.0
SP-2024-003483,1,SP-AYK-OD-135,Adidas Facet 75 Mid Kadın Outdoor Bot,Ayakkabı,Outdoor Ayakkabı,Adidas,2,3759.0,7518.0,0.0,0.0
SP-2024-003484,1,SP-GYM-FR-123,Under Armour Galatasaray 2024/25 İç Saha Forması,Giyim,Forma,Under Armour,1,1769.0,1769.0,0.0,0.0
SP-2024-003485,1,SP-AYK-OD-130,New Balance Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,New Balance,1,3009.0,3009.0,424.19,0.0
SP-2024-003485,2,SP-AYK-TR-162,Skechers Classic Clog Erkek Terlik,Ayakkabı,Terlik,Skechers,1,1359.0,1359.0,0.0,0.0
SP-2024-003485,3,SP-AYK-SN-036,Reebok Stan Smith Kadın Sneaker,Ayakkabı,Sneaker,Reebok,1,2959.0,2959.0,0.0,0.0
SP-2024-003485,4,SP-AKS-EB-059,Nike Fleece Bere ve Eldiven Seti,Aksesuar,Eldiven ve Bere,Nike,1,659.0,659.0,0.0,0.0
SP-2024-003486,1,SP-AYK-VL-174,Birkenstock Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Birkenstock,1,2109.0,2109.0,213.1,0.0
SP-2024-003487,1,SP-GYM-TS-004,Hummel Sportswear Essential Kadın Tişört,Giyim,Tişört,Hummel,1,679.0,679.0,0.0,0.0
SP-2024-003487,2,SP-AYK-GN-077,Nike Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Nike,2,2149.0,4298.0,291.82,0.0
SP-2024-003487,3,SP-GYM-EA-046,Nike Sportswear Club Kadın Eşofman Altı,Giyim,Eşofman Altı,Nike,1,1089.0,1089.0,0.0,0.0
SP-2024-003487,4,SP-GYM-TY-134,Jack & Jones Pro Dri-FIT Erkek Tayt,Giyim,Tayt,Jack & Jones,1,1279.0,1279.0,0.0,0.0
SP-2024-003487,5,SP-AKS-SP-023,Nike H86 Futura Washed Kadın Şapka,Aksesuar,Şapka,Nike,2,589.0,1178.0,0.0,0.0
SP-2024-003488,1,SP-AYK-GN-082,Hummel Tanjun Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,2,1589.0,3178.0,889.26,0.0
SP-2024-003488,2,SP-GYM-JN-114,Under Armour 501 Original Fit Kadın Jean,Giyim,Jean,Under Armour,1,1849.0,1849.0,0.0,0.0
SP-2024-003489,1,SP-AYK-KS-011,Columbia Ultraboost Light Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,1,4989.0,4989.0,814.06,0.0
SP-2024-003490,1,SP-AYK-GN-087,Skechers Lite Racer Adapt 6.0 Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Skechers,1,1219.0,1219.0,0.0,750.39
SP-2024-003490,2,SP-GYM-TS-012,Puma Cotton Logo Kadın Tişört,Giyim,Tişört,Puma,1,589.0,589.0,111.29,362.58
SP-2024-003490,3,SP-GYM-CK-096,Vans Sportswear Windrunner Kadın Rüzgarlık,Giyim,Ceket,Vans,1,2349.0,2349.0,0.0,1445.99
SP-2024-003490,4,SP-GYM-MN-085,New Balance Silver Ridge Erkek Yağmurluk,Giyim,Mont,New Balance,1,2229.0,2229.0,179.8,1372.12
SP-2024-003490,5,SP-GYM-TY-135,Jack & Jones Pro Dri-FIT Kadın Tayt,Giyim,Tayt,Jack & Jones,1,1169.0,1169.0,0.0,719.61
SP-2024-003491,1,SP-AYK-VL-171,Columbia Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Columbia,1,2409.0,2409.0,0.0,0.0
SP-2024-003491,2,SP-GYM-ET-068,Puma Basic 3-Stripes Kadın Eşofman Takımı,Giyim,Eşofman Takımı,Puma,1,2599.0,2599.0,0.0,0.0
SP-2024-003492,1,SP-AYK-KR-104,Adidas Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Adidas,1,4689.0,4689.0,0.0,0.0
SP-2024-003492,2,SP-GYM-TS-012,Puma Cotton Logo Kadın Tişört,Giyim,Tişört,Puma,1,589.0,589.0,0.0,0.0
SP-2024-003493,1,SP-AYK-SN-055,Birkenstock Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,1,1849.0,1849.0,0.0,0.0
SP-2024-003494,1,SP-GYM-EA-048,Lacoste Sportswear Club Kadın Eşofman Altı,Giyim,Eşofman Altı,Lacoste,1,1089.0,1089.0,247.36,0.0
SP-2024-003495,1,SP-GYM-TS-007,Vans Trefoil Essentials Erkek Tişört,Giyim,Tişört,Vans,2,589.0,1178.0,0.0,0.0
SP-2024-003495,2,SP-AKS-EB-054,Puma Fleece Bere ve Eldiven Seti,Aksesuar,Eldiven ve Bere,Puma,2,469.0,938.0,196.6,0.0
SP-2024-003496,1,SP-GYM-CK-091,Hummel Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Hummel,1,1649.0,1649.0,394.14,0.0
SP-2024-003497,1,SP-AYK-SN-054,Birkenstock Old Skool Kadın Sneaker,Ayakkabı,Sneaker,Birkenstock,1,1609.0,1609.0,169.73,0.0
SP-2024-003498,1,SP-GYM-SW-042,Jack & Jones Core Logo Kadın Hoodie,Giyim,Sweatshirt,Jack & Jones,1,1169.0,1169.0,0.0,0.0
SP-2024-003498,2,SP-AYK-BK-116,Lacoste Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Lacoste,1,3469.0,3469.0,0.0,0.0
SP-2024-003499,1,SP-AYK-SN-045,Reebok Old Skool Kadın Sneaker,Ayakkabı,Sneaker,Reebok,3,2239.0,6717.0,0.0,0.0
SP-2024-003500,1,SP-AYK-TR-162,Skechers Classic Clog Erkek Terlik,Ayakkabı,Terlik,Skechers,1,1359.0,1359.0,320.7,0.0
SP-2024-003500,2,SP-AYK-SN-068,Salomon Suede Classic XXI Kadın Sneaker,Ayakkabı,Sneaker,Salomon,1,2289.0,2289.0,0.0,0.0
SP-2024-003501,1,SP-AYK-HS-093,Lacoste Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Lacoste,1,1939.0,1939.0,0.0,0.0
SP-2024-003501,2,SP-AYK-VL-175,Salomon Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,1,2259.0,2259.0,0.0,0.0
SP-2024-003502,1,SP-AYK-OD-133,Birkenstock Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,1,3639.0,3639.0,551.46,0.0
SP-2024-003503,1,SP-AYK-SN-041,Columbia Stan Smith Erkek Sneaker,Ayakkabı,Sneaker,Columbia,1,2609.0,2609.0,220.75,0.0
SP-2024-003503,2,SP-AYK-SN-049,Nike Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Nike,1,1869.0,1869.0,0.0,0.0
SP-2024-003504,1,SP-AYK-OD-137,The North Face Facet 75 Mid Kadın Outdoor Bot,Ayakkabı,Outdoor Ayakkabı,The North Face,1,3579.0,3579.0,0.0,0.0
SP-2024-003505,1,SP-AYK-KS-015,Asics Gel-Nimbus 26 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,1,2999.0,2999.0,0.0,0.0
SP-2024-003506,1,SP-AYK-OD-120,Puma X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Puma,1,5279.0,5279.0,0.0,0.0
SP-2024-003506,2,SP-AYK-HS-095,Nike Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Nike,2,1489.0,2978.0,0.0,0.0
SP-2024-003507,1,SP-AYK-BK-118,Hummel Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Hummel,1,3079.0,3079.0,0.0,0.0
SP-2024-003508,1,SP-AYK-SN-032,Hummel Air Force 1 '07 Kadın Sneaker,Ayakkabı,Sneaker,Hummel,1,3379.0,3379.0,0.0,0.0
SP-2024-003508,2,SP-AYK-BT-178,Crocs Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Crocs,1,3129.0,3129.0,0.0,0.0
SP-2024-003509,1,SP-AYK-KS-006,Columbia Air Zoom Pegasus 41 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,2,2719.0,5438.0,0.0,0.0
SP-2024-003509,2,SP-AYK-KS-022,Converse Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,2,4699.0,9398.0,485.06,0.0
SP-2024-003510,1,SP-AYK-KR-108,Birkenstock Predator Elite FG Erkek Krampon,Ayakkabı,Krampon,Birkenstock,1,4659.0,4659.0,0.0,0.0
SP-2024-003510,2,SP-GYM-EA-060,Jack & Jones Cotton Go Kadın Eşofman Altı,Giyim,Eşofman Altı,Jack & Jones,1,639.0,639.0,125.37,0.0
SP-2024-003511,1,SP-AKS-CR-006,U.S. Polo Assn. Everyday Cushioned 3'lü Unisex Çorap,Aksesuar,Çorap,U.S. Polo Assn.,1,399.0,399.0,0.0,306.21
SP-2024-003511,2,SP-AYK-SN-057,Under Armour Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Under Armour,1,2169.0,2169.0,221.19,1664.56
SP-2024-003512,1,SP-AYK-HS-102,Birkenstock Future 7 Play TT Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Birkenstock,1,1659.0,1659.0,0.0,0.0
SP-2024-003513,1,SP-GYM-FR-125,The North Face Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,The North Face,1,1839.0,1839.0,297.86,0.0
SP-2024-003513,2,SP-GYM-ET-063,The North Face Sportswear Sport Essentials Erkek Eşofman Takımı,Giyim,Eşofman Takımı,The North Face,1,1889.0,1889.0,0.0,0.0
SP-2024-003514,1,SP-AYK-KS-014,Asics Ultraboost Light Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,1,4479.0,4479.0,1028.27,0.0
SP-2024-003514,2,SP-GYM-EA-060,Jack & Jones Cotton Go Kadın Eşofman Altı,Giyim,Eşofman Altı,Jack & Jones,2,639.0,1278.0,0.0,0.0
SP-2024-003514,3,SP-AYK-KS-007,Skechers Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Skechers,1,4089.0,4089.0,0.0,0.0
SP-2024-003514,4,SP-AYK-HS-099,Nike Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Nike,1,2249.0,2249.0,0.0,0.0
SP-2024-003515,1,SP-AYK-VL-176,Salomon Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,1,2159.0,2159.0,643.74,0.0
SP-2024-003516,1,SP-GYM-CK-093,Jack & Jones Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Jack & Jones,1,1429.0,1429.0,0.0,0.0
SP-2024-003516,2,SP-AYK-SN-069,Nike Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Nike,1,1619.0,1619.0,93.86,0.0
SP-2024-003516,3,SP-AKS-CR-020,The North Face Trefoil Liner 3'lü Kadın Çorap,Aksesuar,Çorap,The North Face,1,179.0,179.0,0.0,0.0
SP-2024-003516,4,SP-AYK-VL-172,Columbia Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Columbia,2,1709.0,3418.0,0.0,0.0
SP-2024-003517,1,SP-AYK-GN-084,Asics Tanjun Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Asics,2,2159.0,4318.0,0.0,0.0
SP-2024-003517,2,SP-AYK-OD-128,Lacoste Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Lacoste,1,3379.0,3379.0,0.0,0.0
SP-2024-003518,1,SP-GYM-MN-084,The North Face Silver Ridge Kadın Yağmurluk,Giyim,Mont,The North Face,1,2049.0,2049.0,0.0,0.0
SP-2024-003518,2,SP-AYK-GN-079,Lacoste Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Lacoste,1,1649.0,1649.0,346.24,0.0
SP-2024-003518,3,SP-AYK-HS-103,Salomon Future 7 Play TT Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Salomon,1,1889.0,1889.0,184.71,0.0
SP-2024-003518,4,SP-AYK-KS-006,Columbia Air Zoom Pegasus 41 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,1,2719.0,2719.0,0.0,0.0
SP-2024-003518,5,SP-AYK-OD-121,Puma X Ultra 4 GTX Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Puma,1,4759.0,4759.0,0.0,0.0
SP-2024-003519,1,SP-AYK-VL-173,Birkenstock Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Birkenstock,1,1609.0,1609.0,135.93,0.0
SP-2024-003519,2,SP-AYK-HS-098,Lacoste Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Lacoste,1,1569.0,1569.0,0.0,0.0
SP-2024-003519,3,SP-GYM-MN-088,Lacoste Silver Ridge Kadın Yağmurluk,Giyim,Mont,Lacoste,1,3009.0,3009.0,357.38,0.0
SP-2024-003520,1,SP-GYM-TS-021,Columbia Tech Erkek Antrenman Tişört,Giyim,Tişört,Columbia,3,1059.0,3177.0,0.0,0.0
SP-2024-003521,1,SP-AYK-VL-171,Columbia Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Columbia,1,2409.0,2409.0,649.59,0.0
SP-2024-003521,2,SP-AYK-TR-161,Under Armour Classic Clog Unisex Terlik,Ayakkabı,Terlik,Under Armour,1,1569.0,1569.0,436.24,0.0
SP-2024-003522,1,SP-AYK-VL-176,Salomon Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,1,2159.0,2159.0,0.0,0.0
SP-2024-003522,2,SP-AYK-KS-025,Adidas Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Adidas,1,4169.0,4169.0,0.0,0.0
